[0.043s] Invoking command in '/home/teehee/ros2_ws/build/lab05': CMAKE_PREFIX_PATH=${CMAKE_PREFIX_PATH}:/home/teehee/ros2_ws/install/tf2_pkg:/home/teehee/ros2_ws/install/pylab_exam1:/home/teehee/ros2_ws/install/pylab05:/home/teehee/ros2_ws/install/pylab04:/home/teehee/ros2_ws/install/labs_pkg:/home/teehee/ros2_ws/install/labex6:/home/teehee/ros2_ws/install/lab_exam2_pkg:/home/teehee/ros2_ws/install/example_pkg:/opt/ros/humble /usr/bin/cmake --build /home/teehee/ros2_ws/build/lab05 -- -j4 -l4
[0.069s] Invoked command in '/home/teehee/ros2_ws/build/lab05' returned '0': CMAKE_PREFIX_PATH=${CMAKE_PREFIX_PATH}:/home/teehee/ros2_ws/install/tf2_pkg:/home/teehee/ros2_ws/install/pylab_exam1:/home/teehee/ros2_ws/install/pylab05:/home/teehee/ros2_ws/install/pylab04:/home/teehee/ros2_ws/install/labs_pkg:/home/teehee/ros2_ws/install/labex6:/home/teehee/ros2_ws/install/lab_exam2_pkg:/home/teehee/ros2_ws/install/example_pkg:/opt/ros/humble /usr/bin/cmake --build /home/teehee/ros2_ws/build/lab05 -- -j4 -l4
[0.099s] Invoking command in '/home/teehee/ros2_ws/build/lab05': CMAKE_PREFIX_PATH=${CMAKE_PREFIX_PATH}:/home/teehee/ros2_ws/install/tf2_pkg:/home/teehee/ros2_ws/install/pylab_exam1:/home/teehee/ros2_ws/install/pylab05:/home/teehee/ros2_ws/install/pylab04:/home/teehee/ros2_ws/install/labs_pkg:/home/teehee/ros2_ws/install/labex6:/home/teehee/ros2_ws/install/lab_exam2_pkg:/home/teehee/ros2_ws/install/example_pkg:/opt/ros/humble /usr/bin/cmake --install /home/teehee/ros2_ws/build/lab05
[0.104s] -- Install configuration: ""
[0.120s] -- Up-to-date symlink: /home/teehee/ros2_ws/install/lab05/share/lab05/description/box.urdf
[0.124s] -- Up-to-date symlink: /home/teehee/ros2_ws/install/lab05/share/lab05/description/box.urdf.xacro
[0.124s] -- Up-to-date symlink: /home/teehee/ros2_ws/install/lab05/share/lab05/description/box_core.xacro
[0.127s] -- Up-to-date symlink: /home/teehee/ros2_ws/install/lab05/share/lab05/description/bridges.yaml
[0.127s] -- Up-to-date symlink: /home/teehee/ros2_ws/install/lab05/share/lab05/description/camera.xacro
[0.127s] -- Up-to-date symlink: /home/teehee/ros2_ws/install/lab05/share/lab05/description/colors.xacro
[0.127s] -- Up-to-date symlink: /home/teehee/ros2_ws/install/lab05/share/lab05/description/depth_camera.xacro
[0.127s] -- Up-to-date symlink: /home/teehee/ros2_ws/install/lab05/share/lab05/description/ekf.yaml
[0.127s] -- Up-to-date symlink: /home/teehee/ros2_ws/install/lab05/share/lab05/description/gazebo.xacro
[0.136s] -- Up-to-date symlink: /home/teehee/ros2_ws/install/lab05/share/lab05/description/greenbox.sdf
[0.136s] -- Up-to-date symlink: /home/teehee/ros2_ws/install/lab05/share/lab05/description/greenbox.urdf
[0.136s] -- Up-to-date symlink: /home/teehee/ros2_ws/install/lab05/share/lab05/description/greenbox.urdf.xacro
[0.136s] -- Up-to-date symlink: /home/teehee/ros2_ws/install/lab05/share/lab05/description/greenbox2.sdf
[0.136s] -- Up-to-date symlink: /home/teehee/ros2_ws/install/lab05/share/lab05/description/greenbox2.urdf
[0.137s] -- Up-to-date symlink: /home/teehee/ros2_ws/install/lab05/share/lab05/description/greenbox2.urdf.xacro
[0.137s] -- Up-to-date symlink: /home/teehee/ros2_ws/install/lab05/share/lab05/description/greenbox_core.xacro
[0.137s] -- Up-to-date symlink: /home/teehee/ros2_ws/install/lab05/share/lab05/description/greenbox_core2.xacro
[0.137s] -- Up-to-date symlink: /home/teehee/ros2_ws/install/lab05/share/lab05/description/inertial.xacro
[0.137s] -- Up-to-date symlink: /home/teehee/ros2_ws/install/lab05/share/lab05/description/lidar.xacro
[0.138s] -- Up-to-date symlink: /home/teehee/ros2_ws/install/lab05/share/lab05/description/redbox.sdf
[0.138s] -- Up-to-date symlink: /home/teehee/ros2_ws/install/lab05/share/lab05/description/redbox.urdf
[0.138s] -- Up-to-date symlink: /home/teehee/ros2_ws/install/lab05/share/lab05/description/redbox.urdf.xacro
[0.139s] -- Up-to-date symlink: /home/teehee/ros2_ws/install/lab05/share/lab05/description/redbox_core.xacro
[0.139s] -- Up-to-date symlink: /home/teehee/ros2_ws/install/lab05/share/lab05/description/robot.sdf
[0.139s] -- Up-to-date symlink: /home/teehee/ros2_ws/install/lab05/share/lab05/description/robot.urdf
[0.139s] -- Up-to-date symlink: /home/teehee/ros2_ws/install/lab05/share/lab05/description/robot.urdf.xacro
[0.140s] -- Up-to-date symlink: /home/teehee/ros2_ws/install/lab05/share/lab05/description/robot_core.xacro
[0.140s] -- Up-to-date symlink: /home/teehee/ros2_ws/install/lab05/share/lab05/launch/__pycache__/rsp.launch.cpython-310.pyc
[0.140s] -- Up-to-date symlink: /home/teehee/ros2_ws/install/lab05/share/lab05/launch/rsp.launch.py
[0.141s] -- Up-to-date symlink: /home/teehee/ros2_ws/install/lab05/share/lab05/worlds/construction_world.sdf
[0.141s] -- Up-to-date symlink: /home/teehee/ros2_ws/install/lab05/share/lab05/worlds/ex_4_2.sdf
[0.144s] -- Up-to-date symlink: /home/teehee/ros2_ws/install/lab05/share/lab05/worlds/ex_4_3.sdf
[0.144s] -- Up-to-date symlink: /home/teehee/ros2_ws/install/lab05/share/lab05/worlds/ex_4_5.sdf
[0.145s] -- Up-to-date symlink: /home/teehee/ros2_ws/install/lab05/share/lab05/worlds/world.sdf
[0.148s] Invoked command in '/home/teehee/ros2_ws/build/lab05' returned '0': CMAKE_PREFIX_PATH=${CMAKE_PREFIX_PATH}:/home/teehee/ros2_ws/install/tf2_pkg:/home/teehee/ros2_ws/install/pylab_exam1:/home/teehee/ros2_ws/install/pylab05:/home/teehee/ros2_ws/install/pylab04:/home/teehee/ros2_ws/install/labs_pkg:/home/teehee/ros2_ws/install/labex6:/home/teehee/ros2_ws/install/lab_exam2_pkg:/home/teehee/ros2_ws/install/example_pkg:/opt/ros/humble /usr/bin/cmake --install /home/teehee/ros2_ws/build/lab05
